Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,29.090000,29.950001,28.559999,28.719999,24.143118,5958900
2016-12-02,28.790001,29.610001,28.059999,28.379999,23.857300,5097300
2016-12-05,28.790001,29.290001,28.299999,28.580000,24.025429,7761800
2016-12-06,28.290001,28.780001,27.820000,28.570000,24.017017,6881700
2016-12-07,28.559999,30.110001,28.500000,29.719999,24.983753,6748400
2016-12-08,29.920000,30.750000,29.719999,30.370001,25.530169,4430700
2016-12-09,30.430000,30.950001,30.040001,30.950001,26.017738,4674500
2016-12-12,30.820000,30.870001,28.670000,29.000000,24.378494,6049600
2016-12-13,29.070000,29.299999,28.049999,28.410000,23.882517,6542500
2016-12-14,28.280001,28.840000,28.030001,28.110001,23.630325,3011900
2016-12-15,27.969999,29.080000,27.750000,28.650000,24.084272,4453900
2016-12-16,28.580000,29.610001,28.219999,29.480000,24.782001,10461700
2016-12-19,29.160000,29.500000,28.139999,28.290001,23.781641,5416900
2016-12-20,28.469999,29.090000,28.290001,28.990000,24.370090,3921800
2016-12-21,29.110001,29.110001,28.549999,28.900000,24.294432,3782400
2016-12-22,28.969999,30.170000,28.820000,30.110001,25.311604,4335200
2016-12-23,30.110001,30.809999,29.610001,30.709999,25.815985,5475500
2016-12-27,30.910000,32.110001,30.719999,31.950001,26.858376,6222900
2016-12-28,32.110001,32.610001,31.280001,31.629999,26.589375,3653400
2016-12-29,31.520000,32.040001,31.440001,31.900000,26.816343,4220100
2016-12-30,31.809999,32.160000,31.080000,31.480000,26.463274,4181300
2017-01-03,32.020000,32.590000,31.660000,31.870001,26.791119,6719700
2017-01-04,32.110001,33.040001,32.040001,33.040001,27.774675,5479500
2017-01-05,33.040001,33.400002,32.320000,33.049999,27.783077,5949600
2017-01-06,33.070000,33.500000,33.020000,33.470001,28.136141,2840200
2017-01-09,33.470001,33.950001,33.070000,33.770000,28.388334,4523200
2017-01-10,33.410000,33.779999,32.400002,32.730000,27.514076,6816000
2017-01-11,32.869999,34.240002,32.860001,34.189999,28.741407,6500000
2017-01-12,33.930000,34.570000,33.410000,34.509998,29.010412,5902000
2017-01-13,34.369999,34.700001,33.340000,33.980000,28.564873,4144900
2017-01-17,34.230000,34.259998,32.860001,32.889999,27.648575,4777800
2017-01-18,32.889999,32.919998,32.290001,32.320000,27.169413,5392300
2017-01-19,32.580002,32.720001,31.990000,32.250000,27.110565,5020000
2017-01-20,33.720001,34.340000,33.040001,34.200001,28.749811,7960500
2017-01-23,34.000000,35.290001,33.919998,35.250000,29.632477,7577100
2017-01-24,35.630001,37.130001,35.560001,36.849998,30.977493,10489100
