Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,69.949997,70.379997,69.760002,70.349998,61.319633,2329000
2016-12-02,70.430000,70.779999,70.260002,70.610001,61.546246,1903300
2016-12-05,70.839996,70.949997,70.220001,70.360001,61.328331,2771600
2016-12-06,70.580002,70.970001,70.449997,70.949997,61.842587,2285600
2016-12-07,71.129997,71.750000,70.730003,71.650002,62.452766,1827400
2016-12-08,71.769997,71.980003,71.169998,71.669998,62.470192,1986100
2016-12-09,71.769997,72.500000,71.510002,72.470001,63.167480,2168600
2016-12-12,72.440002,72.949997,72.300003,72.820000,63.472565,1982100
2016-12-13,72.650002,73.129997,72.540001,72.930000,63.568459,2613300
2016-12-14,72.919998,73.330002,72.419998,72.610001,63.289524,2195000
2016-12-15,72.660004,73.750000,72.430000,73.540001,64.100143,2080200
2016-12-16,73.779999,74.160004,73.540001,74.110001,64.596977,3313400
2016-12-19,74.239998,74.570000,74.169998,74.370003,64.823601,1876900
2016-12-20,74.589996,74.720001,74.309998,74.480003,64.919479,1669200
2016-12-21,74.480003,74.660004,74.309998,74.440002,64.884621,1062500
2016-12-22,74.419998,74.650002,74.070000,74.480003,64.919479,1716000
2016-12-23,74.480003,74.769997,74.320000,74.580002,65.006645,1087600
2016-12-27,74.580002,74.650002,74.309998,74.510002,64.945633,1217600
2016-12-28,74.660004,74.699997,74.209999,74.349998,64.806168,1624700
2016-12-29,74.379997,74.570000,74.199997,74.279999,64.745155,1190100
2016-12-30,74.540001,74.559998,73.930000,74.120003,64.605690,1709600
2017-01-03,74.000000,74.559998,73.540001,74.169998,64.649277,2019800
2017-01-04,74.379997,74.949997,74.209999,74.370003,64.823601,1948400
2017-01-05,74.180000,74.440002,73.800003,74.029999,64.527229,1741800
2017-01-06,73.680000,74.459999,73.480003,74.150002,64.631828,1614700
2017-01-09,73.949997,74.050003,73.040001,73.089996,63.707886,1801900
2017-01-10,73.279999,74.300003,73.260002,73.750000,64.283188,2350000
2017-01-11,73.940002,74.260002,73.589996,73.940002,64.448807,1738500
2017-01-12,73.559998,73.790001,73.129997,73.680000,64.222168,1110500
2017-01-13,73.910004,74.349998,73.800003,73.889999,64.405205,1220200
2017-01-17,73.610001,73.889999,73.389999,73.849998,64.370354,1180000
2017-01-18,74.000000,74.830002,73.919998,74.519997,64.954338,1795800
2017-01-19,74.660004,74.779999,73.900002,74.220001,64.692863,1282100
2017-01-20,74.370003,74.959999,74.370003,74.540001,64.971786,1528400
2017-01-23,74.589996,74.650002,73.959999,74.150002,64.631828,1232700
2017-01-24,74.239998,74.660004,73.970001,74.470001,64.910774,1075500
2017-01-25,74.769997,75.529999,74.739998,75.389999,65.712677,1769100
2017-01-26,75.419998,75.849998,75.209999,75.809998,66.078751,1574900
2017-01-27,75.290001,75.809998,75.220001,75.589996,65.887001,1275500
2017-01-30,75.489998,75.669998,75.129997,75.610001,65.904427,1748100
2017-01-31,75.269997,75.580002,74.739998,75.209999,65.555779,2041900
2017-02-01,75.570000,75.970001,75.000000,75.239998,65.581932,2411700
2017-02-02,76.739998,78.120003,76.379997,77.400002,67.464645,3883200
2017-02-03,77.919998,78.000000,77.290001,77.480003,67.534386,2109700
2017-02-06,77.430000,78.220001,76.970001,78.080002,68.057373,2348300
2017-02-07,78.500000,78.680000,78.070000,78.120003,68.092239,1764900
2017-02-08,78.099998,78.190002,77.800003,77.989998,67.978897,1496600
2017-02-09,77.989998,78.389999,77.730003,78.349998,68.292717,1912700
2017-02-10,78.550003,79.309998,78.129997,78.879997,68.754677,1636700
2017-02-13,78.949997,79.639999,78.809998,79.610001,69.390968,1427500
2017-02-14,79.720001,79.820000,79.099998,79.800003,69.556587,1798000
2017-02-15,80.000000,80.720001,79.589996,80.709999,70.349770,1820200
2017-02-16,80.620003,80.820000,80.400002,80.800003,70.428230,1779000
2017-02-17,80.470001,80.480003,80.080002,80.440002,70.114441,1920300
2017-02-21,80.559998,80.800003,80.309998,80.620003,70.271332,2436700
2017-02-22,80.129997,80.779999,80.059998,80.580002,70.236450,2438500
2017-02-23,80.400002,80.900002,80.309998,80.550003,70.210304,3190200
2017-02-24,80.180000,80.910004,79.889999,80.910004,70.849556,1973300
2017-02-27,80.940002,81.510002,80.839996,81.339996,71.226089,2103000
2017-02-28,81.290001,82.290001,81.000000,82.160004,71.944130,2550500
2017-03-01,82.519997,82.830002,82.099998,82.690002,72.408234,2721300
2017-03-02,82.889999,83.050003,81.739998,81.750000,71.585106,2628200
2017-03-03,81.830002,82.000000,81.400002,81.860001,71.681442,2331400
2017-03-06,81.489998,81.750000,81.139999,81.339996,71.226089,1657000
2017-03-07,81.320000,81.699997,81.139999,81.459999,71.331161,1621800
2017-03-08,81.870003,81.970001,80.940002,81.129997,71.042198,1661400
2017-03-09,81.320000,81.629997,81.070000,81.570000,71.427505,1708500
2017-03-10,81.820000,82.110001,81.570000,82.050003,71.847794,1560600
2017-03-13,81.870003,82.129997,81.720001,82.099998,71.891563,1256700
